Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,Frequência
(7.004926477008368+12.731311800464876j),(-1.1609819680092777-10.890932098315671j),(-1.5956608105860237-3.1539806447445713j),(-1.0045792815372439+1.1146575417402058j),(-3.9052492358017368-2.7426712992077187j),(-1.0213397401107702+7.593320348529588j),(8.678329315705533+8.078859095506864j),(0.8133223382384251+2.4595744075119077j),(-14.605007234263784-13.865894805161666j),(-0.8593389460095224-2.346604306895757j),(2.2470911551409536+7.098092652347866j),-63.300000000000004
(7.289825212569259+13.093508795986375j),(-1.0893170156178127-10.296862043155699j),(-0.8497223382568126-3.609172053314424j),(-0.8334857193164069+1.1432146772251457j),(-3.809304962087065-2.456988876939878j),(-1.3948527421423051+7.688916088094659j),(8.176114214026274+8.21140981013716j),(0.7911903881368403+2.520725017807351j),(-14.538892930825462-13.939874528063534j),(-0.8620949119010861-2.551791563483363j),(3.1651156561339846+6.9969236391601815j),-63.2
(7.094891571229738+12.913076660649025j),(-0.9104269499555753-10.49186444469736j),(-1.4678653615264352-3.065247567797769j),(-0.979675837903752+1.1818116683555644j),(-3.8495972426670875-2.7605300017745433j),(-1.1759570069027419+7.591433762870533j),(8.011878321753528+8.180058882088836j),(1.1091961052545898+2.156681853277119j),(-14.623770431554338-14.01252857170214j),(-1.4438004784915979-2.450065181884117j),(2.7304295871741644+7.335930543045947j),-63.1
(7.502382672486661+12.867502405631102j),(-0.8151847510983083-10.516276846076662j),(-0.5089372550594575-3.4669102770680027j),(-1.0949854807476527+1.3717289776147776j),(-3.693370283729436-2.9291723396427187j),(-1.4597681494829962+7.879938421314559j),(8.335746015599188+8.79599389787975j),(0.39670157218964164+2.405741759262156j),(-14.570713894771549-14.430035234460908j),(-1.2719991014740275-2.645631726372571j),(2.832734429656746+6.469620023638014j),-63.0
(7.2054222542309105+13.256461167117898j),(-1.2620025503405579-10.955451671192066j),(-1.6272066551818636-3.3542736463822713j),(-1.0023951102007187+1.259789709638075j),(-3.933923636270558-2.26669117242158j),(-1.0195226543646143+7.619569394868961j),(8.103224621936475+8.079939459571438j),(0.2549178787466939+2.165867440576573j),(-14.412858577083307-14.197426892743223j),(-1.060831274613804-2.4195872036315222j),(2.929905246701265+7.082581666892832j),-62.900000000000006
(6.8559241379032585+13.068909021105295j),(-1.5180116126906569-10.77759252845372j),(-0.7682466805395052-3.6131099495974865j),(-1.2404259541986544+1.4779101515903719j),(-3.8402956111613165-2.685739448071722j),(-1.505461221096533+7.4327464443450815j),(8.34350031365191+8.224736885947742j),(0.32250221234946075+3.04558405469038j),(-14.217526562492829-14.207132332987937j),(-0.8445488846974243-2.2901093280571665j),(2.7372981735132456+7.219557469228096j),-62.800000000000004
(7.777443260430015+13.50537813691578j),(-1.3489433808615274-10.798592254548264j),(-0.7164855237238825-3.8990563395478475j),(-1.3394730825262777+1.4804186646401511j),(-3.648140094695904-2.6713704762132457j),(-1.081141716659971+7.639856915546174j),(8.40589879621794+8.028040438584794j),(0.6735906555078373+2.2775138282178844j),(-14.788747777973846-14.211889427344133j),(-1.545463562674195-2.4386476564545094j),(2.487002316804425+7.323354093425877j),-62.7
(6.953014756123995+13.380236975757079j),(-1.164541231058223-10.760479310191094j),(-1.8481916180280962-3.545042878911744j),(-1.155764553555315+1.1856633756193062j),(-3.848802910838664-2.762017906992929j),(-1.4161874855777121+7.676782809220555j),(8.430387965576902+8.960856843696241j),(0.31106020931764444+2.2820396298074312j),(-14.351604119083966-14.138548290036141j),(-1.0812480859024545-2.654368574066817j),(2.9248106356305463+6.94108063873238j),-62.6
(7.167434532979357+12.981668796594548j),(-1.1524073861192892-11.108513927629893j),(-1.1924138023016297-2.91003811466652j),(-1.1629412317313133+1.3571496670767331j),(-3.8926359811087536-2.883521605083745j),(-1.7357525659114046+7.646092684522074j),(8.308253073930844+8.446748083614423j),(0.242650450058278+2.502728645515333j),(-14.41041212586341-14.36792657165008j),(-0.9915829041008166-2.600376416852818j),(2.573531347038637+7.683775542324595j),-62.5
(7.267300107005699+13.361516926398494j),(-1.520384061617989-10.502015716812483j),(-0.9534010070188685-3.1203386850248824j),(-1.228100921803314+1.5779071863670282j),(-3.9329667720890997-2.5970447179973633j),(-1.3791946843262455+7.718916954154003j),(8.162173132737049+8.47543669597744j),(0.551162139044763+2.086190374926346j),(-14.280647875713218-14.473102262805092j),(-1.194838736565531-2.484322236187495j),(2.8476255406994824+7.135898330352276j),-62.400000000000006
(7.126343539114689+13.18991149282399j),(-1.1789742989734346-11.02340487876865j),(-1.642959375290328-3.3676136662572027j),(-1.3137100834554012+1.3890297682258108j),(-3.8192832307730917-2.8764573323926683j),(-1.7703471907622514+7.728776289104242j),(8.418085333641585+8.182355196490223j),(0.4196682939644525+2.0452380740373073j),(-14.68388034521511-14.709517565170836j),(-1.1638191357335552-2.59291888034619j),(2.6529587166846866+7.364732729055419j),-62.300000000000004
(7.042860959525424+13.559609970034813j),(-0.9350058831387695-10.696559317047036j),(-1.834288753048071-3.094390565356285j),(-1.287880682152128+1.2441146947528248j),(-3.666102136595458-2.8956488949704675j),(-1.4918819513282315+7.979411558161495j),(8.488826797979698+8.706224740421078j),(0.8001517331372057+2.1643601400444226j),(-14.272941037797438-14.788664988525547j),(-0.8429938617840307-2.6662131606820507j),(2.396135469186021+7.190048214347147j),-62.2
(7.111815724893019+13.837511207256851j),(-0.9996507576535905-10.805982456993426j),(-1.2620482694490676-3.3944568376053645j),(-1.0966787985563684+1.4145971311265515j),(-3.7840707745638764-2.7813910504459436j),(-1.4701375518699873+7.9306009081844895j),(8.123846670949813+8.722394914326273j),(0.644468431368364+2.235990255915084j),(-14.16783519030037-14.586157829167256j),(-1.1210648536879155-2.5930607248881135j),(2.8226576261736085+7.339618818174419j),-62.1
(7.020519097180554+13.548270115056958j),(-0.894345094682123-10.910411701726648j),(-1.1777916232096928-3.4751377977044022j),(-1.5193441526315539+1.2703545217552268j),(-3.813719791859622-2.7377715057362693j),(-1.474528436391676+7.70064396151448j),(8.260904428698666+8.914909750434811j),(0.8173064831675987+2.511364912268161j),(-14.328920325750246-14.652035254917907j),(-0.9623565987438223-2.386640733175786j),(2.5561199578454463+7.308426370546167j),-62.0
(7.050400726368547+13.206188269838828j),(-0.9548599776222444-10.927630495387511j),(-0.8119959813157358-3.413905298812111j),(-1.4439607522868414+1.4028231144032643j),(-3.736480642697309-2.907032351046105j),(-1.4721833414800507+7.689698194792612j),(8.103774531542769+8.775501261923537j),(0.39586870278558894+2.5694880110252143j),(-14.407475633329696-14.64353229902705j),(-0.9031211767686234-2.48897118732307j),(2.7208614993974436+7.398185684456511j),-61.900000000000006
(7.012182262040717+13.90773726527928j),(-0.7969893328395337-10.874468696140868j),(-1.1636905077413218-3.545377210735964j),(-1.2559282758958439+1.4079392788139629j),(-3.836270886272632-2.820617586853345j),(-1.4092082838007838+7.759993412931507j),(8.41047102503053+8.76846212832789j),(0.8087673139223739+2.4767426760734175j),(-14.317699628410763-14.71682647472127j),(-1.0207354953095695-2.459904437773984j),(2.586359912815226+7.331243244616672j),-61.800000000000004
(7.066639272366759+13.726853767912573j),(-0.7892875292400561-11.013821787863272j),(-1.2674188363489591-3.2757914556248817j),(-1.3357797192805556+1.3805134078011134j),(-3.895763768480263-2.7331888745116686j),(-1.4964264705367736+7.771553923044877j),(8.221257243821782+8.769267380143802j),(0.523876674329641+2.499698835832845j),(-14.458679348584027-14.80319673495899j),(-0.9647214238470756-2.5554164968058313j),(2.6361605104398347+7.292693113120748j),-61.7
(6.9819856377113325+13.81061204158222j),(-0.8074866868427453-11.0781632007409j),(-1.092501064445699-3.4403415163017925j),(-1.3741882658513547+1.3683466073529886j),(-3.8875367148464726-2.8413747356575527j),(-1.5058234747535977+7.8274717867436046j),(8.368708977326072+8.74251719469812j),(0.7403181701583219+2.5572421606501337j),(-14.527676457057382-14.941324288085108j),(-0.982330217045849-2.4936448407489493j),(2.626121103080834+7.395183471553814j),-61.6
(7.019828158181273+13.805216698327484j),(-0.7808643966100135-11.064183321529185j),(-1.1278736074153812-3.450787397483893j),(-1.3865423729277433+1.3590327113085054j),(-3.8735735350305376-2.8455778343921523j),(-1.5630993887039661+7.853012087219859j),(8.321217854123095+8.785660110033907j),(0.7233057902168554+2.382816683751777j),(-14.466910551363426-14.916133862696512j),(-0.983843522800266-2.562846272552724j),(2.510903585059875+7.369205052543604j),-61.5
(6.988473726056377+13.854812568882231j),(-0.7243917799440442-11.129861309859255j),(-1.1154992284772476-3.4515490505064963j),(-1.3855879905558623+1.3604608356003816j),(-3.8928154586348844-2.8410805002189052j),(-1.5751436214135097+7.857435682926829j),(8.343543031776832+8.841177228842586j),(0.7276737368384865+2.4682343997650413j),(-14.476776734308196-14.972191077123407j),(-0.9894267789075784-2.5393004921648252j),(2.507252544839538+7.37631032898644j),-61.400000000000006
(6.958684584414129+13.923976922398134j),(-0.7258857593745756-11.186509680920448j),(-1.061405211331106-3.530477514747016j),(-1.3939199539836782+1.3489569655223406j),(-3.8911239434623113-2.7935307776208766j),(-1.589798872373172+7.946552388565507j),(8.387861093105471+8.872054536624237j),(0.819327737194607+2.398382139001257j),(-14.47270776559988-15.023949466914706j),(-0.9757655796210538-2.5186094521798292j),(2.452274847392175+7.474913989575567j),-61.300000000000004
(6.903442731433842+13.885779466827062j),(-0.690364537671897-11.19648937226535j),(-1.1533790816917797-3.3417246909930327j),(-1.4340886532730224+1.2835113932610094j),(-3.9165025671018565-2.833426118995469j),(-1.6158763248440016+8.05363560739804j),(8.349006959999166+8.893778328783497j),(0.8618322349424155+2.5516594273817645j),(-14.471175517205705-15.009556395948636j),(-0.9438425861066939-2.5192005395944346j),(2.535670481551943+7.464414282639595j),-61.2
(6.8175875849153+14.012068610945601j),(-0.7018260818941222-11.38743369974613j),(-1.3344257440323446-3.7725703808322706j),(-1.5045114774063642+1.4038338239387964j),(-3.8456511284331696-2.9171484212818974j),(-1.68879564412744+7.8669384330169585j),(8.31826973635844+8.811529033368522j),(0.6910200766589867+2.528646070686449j),(-14.466591707826655-15.105762296763722j),(-0.9950814149853642-2.579317326881622j),(2.518221463453756+7.576331269400747j),-61.1
(6.939993035726435+13.974235243521122j),(-0.5839689857098875-11.272695367814396j),(-0.9959048409842417-3.8571597949967362j),(-1.5018167570874361+1.3840049182096497j),(-3.9924137300175104-2.668036196343868j),(-1.7603552946115215+8.026227019738023j),(8.278250739383651+9.069473517608184j),(0.6106202939812313+2.786095049756419j),(-14.573826274899751-15.34841497378503j),(-1.058024219990763-2.6237136471882945j),(2.373685404397115+7.639142318401099j),-61.0
(7.1012923565233255+14.236856158369676j),(-0.7113856311146556-11.47422021129372j),(-0.7818504437030356-3.7791961029101735j),(-1.293474873638732+1.483552191197898j),(-3.896495299795446-2.728095022634605j),(-1.5771299267832575+7.824248284906999j),(8.346984483729218+8.720530489137793j),(0.6652108551264284+2.5869152657334595j),(-14.570569078754481-15.344028850055015j),(-1.0498827334134546-2.8197017414104355j),(2.3882076051017975+7.63875483906585j),-60.900000000000006
(7.024241352622234+13.675600721423194j),(-0.8131150948071921-11.263830649777574j),(-1.008208507272471-3.3829184182982086j),(-1.3817615482087438+1.2131658536929635j),(-3.939709404960455-2.770888164847478j),(-1.9298699381826765+8.077442672945487j),(8.21743840617161+8.892311612691412j),(0.564021281460704+2.5459686032492925j),(-14.609149424512731-15.233586021350156j),(-0.7913037038525736-2.6974116247887885j),(2.4099698363378934+7.710571328807388j),-60.800000000000004
(6.8396184375085625+14.377276195858439j),(-0.5423063250231337-10.926388746675993j),(-0.8528733572766996-3.9056146543213828j),(-1.9349432770214463+1.5530428258117395j),(-3.8743939459092545-2.949611512984244j),(-2.012331212148209+8.135521511904438j),(8.663811910574646+8.819599252701174j),(1.212785182940081+2.7079501735046847j),(-14.538328869440111-15.381612315308784j),(-1.1925244695303512-2.581655466710739j),(2.8351783845205407+7.3616957006071075j),-60.7
(7.038286993009482+14.118983942084407j),(-0.4158191988496718-11.802460213152193j),(-1.5246331536273932-3.5981250706123333j),(-1.5058574237303857+1.4670961553792559j),(-3.807118846257371-2.9832316166167416j),(-1.3678576920737306+7.601791459354942j),(8.366560292525039+9.283977499827607j),(0.5146511772355922+2.360976288416431j),(-14.495235880627678-15.31786676218461j),(-0.9416769749996683-2.3677235199257183j),(2.3219589482274188+7.827770914041574j),-60.6
(6.624121709753119+14.074162076743054j),(-0.3327819993308321-11.545106276571214j),(-1.4631115357734723-4.052618080593948j),(-1.3387342093264216+1.2752866906066558j),(-3.8860246886843406-2.8639036489571446j),(-2.152091419643888+8.654023847780174j),(8.179717751144068+8.803794859474609j),(0.5770122528700128+2.502104098999041j),(-14.711187996843165-15.280920261665841j),(-0.7015683324560591-2.759928511504029j),(1.882812347630793+7.7311788713843725j),-60.5
(7.095526595275619+14.565694590498211j),(-0.11263486089408303-11.59582198736731j),(-1.2725243305778924-3.4266007976329638j),(-1.6728762055422344+1.3705725127059463j),(-4.003468160445317-2.8414947749483446j),(-1.9705401331058638+8.418144549696972j),(8.458360829014303+9.130118057110556j),(1.26680571992015+2.529795358291409j),(-14.387954525500602-15.340891507508772j),(-1.1501271444360457-2.4641526003439793j),(2.1464751447721753+7.728327936625615j),-60.400000000000006
(6.823919662946267+14.427197417796322j),(-0.5884463586774613-11.560098748006617j),(-1.461496430613586-3.623556621932444j),(-1.1469494883218188+1.1185665625283363j),(-3.6916620929541146-2.577533197903609j),(-2.307520886454995+8.455640207394474j),(8.30064268328167+9.051536888420891j),(0.6709852201073261+2.1748489798484467j),(-14.733253922971624-15.570740679850289j),(-1.0306239142478457-2.7221547911438657j),(2.736431609634194+7.0089975234445205j),-60.300000000000004
(6.906544415494956+13.976016026748852j),(-0.12510732461287066-11.663246537157853j),(-0.8983488311052241-4.206317034287341j),(-2.029604687622083+1.528680979835257j),(-3.744869519986997-2.6066585247141347j),(-1.903504839362336+8.143105738954198j),(8.288266512937795+9.753799987218034j),(1.0859803829445127+2.386861148020934j),(-14.502114172340313-15.22605114226949j),(-0.8711862482180637-2.5264032257299016j),(2.581265548466874+7.468790093224197j),-60.2
(7.075492949329558+14.616650023236804j),(-0.36934572132254573-11.826308334228443j),(-0.7018858213470267-3.7792080952106346j),(-1.5840796996556197+1.238970017219117j),(-3.9065163249779253-2.732088596538212j),(-1.8780319279830695+8.043210138940744j),(8.18352004581017+9.102942769572914j),(1.415171602855544+2.7127332646398012j),(-14.647152721322762-15.348946595487742j),(-0.44594058144596005-2.605289906504125j),(2.4230841348227017+7.925630661363664j),-60.1
(6.088215185957225+14.336198705319845j),(-0.2594819615504731-11.619936500978264j),(-1.5494577913260361-3.928158370438915j),(-1.4033066140181134+1.6729484797407128j),(-4.004493438639791-2.6851368286604043j),(-1.6651822001963925+8.280550099834208j),(8.692067370099672+8.676194391976363j),(-0.022375018895350873+2.9826010690745832j),(-14.767108958240426-15.486940897324516j),(-1.2135667708309192-2.6067288334294583j),(1.955635784134575+7.651027347303948j),-60.0
(6.305168477948463+14.787759519873486j),(-0.7239493218835649-11.96097017333183j),(-1.694411512003592-3.4403280812322192j),(-1.8250128813913413+1.7492786704644612j),(-4.0469117906901495-2.9639888014694407j),(-1.7848455066657607+8.231266504726573j),(8.197618520781496+9.666592555019921j),(0.46242547042043114+2.271813037590549j),(-14.348512165103383-15.800212381902881j),(-0.8601448844789115-2.7417513275782435j),(2.2234951834753716+7.677619996223207j),-59.900000000000006
(6.278503437878825+14.740408406021178j),(-0.4042426045095624-11.43122031378488j),(-1.7696535635372292-3.9456927399936177j),(-1.5251202893336+1.203633947106166j),(-3.7224752383541997-2.582679498438786j),(-2.0557146779528495+8.16820380529343j),(8.70545603754831+9.164836239647155j),(0.13303402622131344+2.385998182286375j),(-14.794111622416006-16.30673126094726j),(-0.7552267410746296-2.6264498931962557j),(2.025846728248137+7.233715515809664j),-59.800000000000004
